xi, yi, zi, yawi, xi+1, yi+1, zi+1, yawi+1, vi
-20.522, 1.005, -3.087, -210.000, -34.292, -0.696, -4.622, -230.000, 9.000
-34.292, -0.696, -4.622, -230.000, -45.442, 6.652, -4.932, -250.000, 6.743
-45.442, 6.652, -4.932, -250.000, -54.930, 16.022, -5.368, -250.000, 6.636
-54.930, 16.022, -5.368, -250.000, -58.310, 30.394, -7.601, -250.000, 6.632
-58.310, 30.394, -7.601, -250.000, -62.598, 42.167, -7.038, -230.000, 6.926
-62.598, 42.167, -7.038, -230.000, -69.271, 57.454, -9.282, -230.000, 6.467
-69.271, 57.454, -9.282, -230.000, -76.132, 67.520, -11.549, -220.000, 7.319
-76.132, 67.520, -11.549, -220.000, -84.234, 76.339, -14.884, -210.000, 6.396
-84.234, 76.339, -14.884, -210.000, -94.021, 84.903, -18.027, -200.000, 6.354
-94.021, 84.903, -18.027, -200.000, -105.741, 91.647, -18.812, -190.000, 6.565
-105.741, 91.647, -18.812, -190.000, -115.248, 96.410, -21.824, -180.000, 6.671
-115.248, 96.410, -21.824, -180.000, -126.843, 97.233, -22.093, -150.000, 6.078
-126.843, 97.233, -22.093, -150.000, -139.472, 97.248, -18.128, -140.000, 5.081
-139.472, 97.248, -18.128, -140.000, -147.849, 91.842, -16.939, -120.000, 6.488
-147.849, 91.842, -16.939, -120.000, -156.143, 81.836, -16.711, -100.000, 5.942
-156.143, 81.836, -16.711, -100.000, -159.874, 71.255, -14.385, -70.000, 6.563
-159.874, 71.255, -14.385, -70.000, -156.145, 55.524, -11.082, -70.000, 4.998
-156.145, 55.524, -11.082, -70.000, -144.575, 42.639, -10.960, -79.999, 7.214
-144.575, 42.639, -10.960, -79.999, -138.744, 23.798, -9.250, -90.000, 7.450
-138.744, 23.798, -9.250, -90.000, -134.577, 5.016, -10.079, -110.000, 7.944
-134.577, 5.016, -10.079, -110.000, -137.602, -7.770, -11.239, -110.000, 7.844
-137.602, -7.770, -11.239, -110.000, -143.565, -23.546, -9.660, -110.000, 6.592
-143.565, -23.546, -9.660, -110.000, -148.460, -39.181, -11.533, -140.000, 7.357
-148.460, -39.181, -11.533, -140.000, -153.194, -50.390, -11.364, -170.000, 7.258
-153.194, -50.390, -11.364, -170.000, -163.542, -59.127, -11.801, -210.000, 6.393
-163.542, -59.127, -11.801, -210.000, -177.571, -57.683, -11.178, -260.000, 5.475
-177.571, -57.683, -11.178, -260.000, -184.637, -48.852, -10.276, 50.000, 6.790
-184.637, -48.852, -10.276, 50.000, -181.985, -38.968, -11.909, 20.000, 5.017
-181.985, -38.968, -11.909, 20.000, -174.769, -28.649, -12.852, 0.000, 4.796
-174.769, -28.649, -12.852, 0.000, -165.603, -25.414, -16.741, -10.000, 6.480
-165.603, -25.414, -16.741, -10.000, -145.920, -25.065, -16.446, -30.000, 5.890
-145.920, -25.065, -16.446, -30.000, -132.637, -30.955, -16.971, -30.000, 7.936
-132.637, -30.955, -16.971, -30.000, -119.675, -38.936, -14.641, -30.000, 6.878
-119.675, -38.936, -14.641, -30.000, -106.843, -46.181, -14.609, -30.000, 7.020
-106.843, -46.181, -14.609, -30.000, -91.404, -53.923, -12.853, -0.000, 6.920
-91.404, -53.923, -12.853, -0.000, -78.105, -60.119, -12.399, -0.000, 7.440
-78.105, -60.119, -12.399, -0.000, -64.808, -60.687, -13.502, -0.000, 6.907
-64.808, -60.687, -13.502, -0.000, -50.481, -58.966, -14.720, -30.000, 6.627
-50.481, -58.966, -14.720, -30.000, -32.472, -60.257, -13.930, -80.000, 6.857
-32.472, -60.257, -13.930, -80.000, -22.947, -68.893, -12.303, -90.000, 7.601
-22.947, -68.893, -12.303, -90.000, -23.595, -84.024, -13.465, -90.000, 6.534
-23.595, -84.024, -13.465, -90.000, -23.795, -106.429, -12.511, -140.000, 7.004
-23.795, -106.429, -12.511, -140.000, -28.353, -122.832, -12.596, -180.000, 8.495
-28.353, -122.832, -12.596, -180.000, -42.827, -130.805, -12.419, -180.000, 7.390
-42.827, -130.805, -12.419, -180.000, -62.572, -131.365, -14.772, -190.000, 7.287
-62.572, -131.365, -14.772, -190.000, -79.162, -130.060, -14.389, -240.000, 7.950
-79.162, -130.060, -14.389, -240.000, -94.741, -121.335, -12.813, 90.000, 7.311
-94.741, -121.335, -12.813, 90.000, -100.772, -106.559, -12.415, 90.000, 7.560
-100.772, -106.559, -12.415, 90.000, -101.311, -90.934, -13.755, 90.000, 7.171
-101.311, -90.934, -13.755, 90.000, -100.570, -75.137, -14.872, 90.000, 7.104
-100.570, -75.137, -14.872, 90.000, -98.501, -63.389, -16.901, 90.000, 7.141
-98.501, -63.389, -16.901, 90.000, -99.012, -44.272, -19.979, 90.000, 6.344
-99.012, -44.272, -19.979, 90.000, -99.732, -29.966, -23.166, 90.000, 7.821
-99.732, -29.966, -23.166, 90.000, -100.710, -11.196, -20.949, 70.000, 6.836
-100.710, -11.196, -20.949, 70.000, -97.308, 10.417, -24.105, 60.000, 7.753
-97.308, 10.417, -24.105, 60.000, -87.671, 24.399, -25.694, 40.000, 8.386
-87.671, 24.399, -25.694, 40.000, -77.645, 37.329, -24.534, 30.000, 7.381
-77.645, 37.329, -24.534, 30.000, -66.858, 45.237, -21.636, 30.000, 7.254
-66.858, 45.237, -21.636, 30.000, -56.275, 52.002, -20.725, 30.000, 6.641
-56.275, 52.002, -20.725, 30.000, -46.371, 56.845, -16.272, 10.000, 6.473
-46.371, 56.845, -16.272, 10.000, -34.134, 62.214, -13.213, -0.000, 6.158
-34.134, 62.214, -13.213, -0.000, -20.828, 67.650, -12.014, -20.000, 6.638
-20.828, 67.650, -12.014, -20.000, -6.479, 66.326, -10.562, -50.001, 6.846
